Date,TradingMember,WorksFor,ClientCode,OwnsSymbol,Security,ISIN,Volume,BuyOrSell,SellPrice,BuyPrice,SellPricePerShare,BuyPricePerShare,DealerUserId,DealerUserName
03/09/2020,Adagatla Mamata,ITC,3,Rajesh Exports,BSE,498389461257,8300,Sell,295812.0,70135.0,35.64,8.45,EJTNJS,ksazuiag
03/07/2020,Viral Sanghavi,TATA Motors,1,HDFC,NSE,608942934333,400,Sell,32756.0,21472.0,81.89,53.68,CICXBP,numxbpmm
02/29/2020,Viral Sanghavi,TATA Motors,1,Larsen & Toubro,NSE,165356292070,8600,Buy,267632.0,34228.0,31.12,3.98,HNAZCL,pmwqcmkq
02/11/2020,Tanooj Shah,HDFC,5,Flipkart,BSE,503156417942,8900,Buy,90869.00000000001,254629.0,10.21,28.61,URRLHE,vslffrqf
03/23/2020,Viral Sanghavi,TATA Motors,1,TATA Motors,NSE,447710037797,400,Sell,2240.0,80.0,5.6,0.2,CTYGYY,qtcerjoj
02/27/2020,Ruby Lobo,Gail,2,Bharat Petroleum,NSE,243205751065,6200,Buy,372372.0,436356.0,60.06,70.38,UEWDKP,iuzwutmy
02/22/2020,Viral Sanghavi,TATA Motors,1,Dabur,NSE,544016844827,3400,Sell,273870.0,174692.0,80.55,51.38,IHJUIN,tzpsnvxe
02/26/2020,Viral Sanghavi,TATA Motors,1,SBIN,NSE,89789410264,1800,Buy,174528.0,135288.0,96.96,75.16,DYPYLN,pquemjpk
02/16/2020,Ruby Lobo,Gail,2,MRF,BSE,30008142557,5200,Buy,338988.0,39676.0,65.19,7.63,CBESVL,sjuhzysq
02/23/2020,Tanooj Shah,HDFC,5,Bharat Petroleum,BSE,752677544037,2100,Buy,128877.0,116151.0,61.37,55.31,WJAZAI,vuoifjsp
03/21/2020,Viral Sanghavi,TATA Motors,1,Maruti Suzuki,BSE,738134140724,6900,Sell,602508.0,333063.0,87.32,48.27,NWLIUV,tlwvubyb
02/14/2020,Tanooj Shah,HDFC,5,HDFC,NSE,910631942618,2600,Sell,120614.0,15444.000000000002,46.39,5.94,EWYOMA,tcirbtfq
03/25/2020,Deepak Mishra,Cadila,4,Reliance,BSE,829702322386,5000,Buy,485500.0,344700.0,97.1,68.94,KWFOFF,jkegjaws
02/05/2020,Adagatla Mamata,ITC,3,SpiceJet,NSE,815047891430,8200,Sell,123492.0,650916.0,15.06,79.38,ZRWAFX,ucixmfjs
03/10/2020,Deepak Mishra,Cadila,4,Suzlon,NSE,33915142938,10000,Buy,406300.0,184300.0,40.63,18.43,RJXVBV,uawbkefs
03/03/2020,Adagatla Mamata,ITC,3,ITC,NSE,87401931062,6200,Sell,220100.0,573066.0,35.5,92.43,RTSEQK,ypyktrta
03/14/2020,Adagatla Mamata,ITC,3,Britannia,BSE,928932212161,5600,Buy,259728.0,97664.0,46.38,17.44,ENFHEZ,hnpozxqa
03/24/2020,Ruby Lobo,Gail,2,DLF,NSE,230083153154,5200,Sell,490984.0,218868.00000000003,94.42,42.09,POSRFJ,ytlkzicv
03/20/2020,Ruby Lobo,Gail,2,HDFC,BSE,479392517867,2600,Buy,146120.0,217984.0,56.2,83.84,COOZSV,qhuambyq
02/25/2020,Deepak Mishra,Cadila,4,Haldirams,NSE,768718434284,7300,Sell,102638.0,522096.0,14.06,71.52,VMYJTD,wfydwlbu
03/18/2020,Tanooj Shah,HDFC,5,SpiceJet,NSE,512003949588,2500,Buy,152125.0,35200.0,60.85,14.08,SROBWQ,xncuotuz
02/26/2020,Deepak Mishra,Cadila,4,Indiabulls,NSE,453653497829,8000,Buy,321280.0,216960.0,40.16,27.12,ZODDWK,djhadnyp
03/17/2020,Viral Sanghavi,TATA Motors,1,DLF,NSE,613028315487,1400,Sell,105322.0,35308.0,75.23,25.22,JOCXIX,flyhhphp
02/06/2020,Deepak Mishra,Cadila,4,Flipkart,NSE,51959045050,10000,Buy,943500.0,99000.0,94.35,9.9,MMKLHL,jbvxdgrl
02/02/2020,Adagatla Mamata,ITC,3,Indian Oil,BSE,187436704619,7300,Buy,109281.0,262070.0,14.97,35.9,WUEFWX,mkcpshiv
02/29/2020,Tanooj Shah,HDFC,5,Bombay Dyeing,NSE,919751028548,500,Sell,25845.0,21210.0,51.69,42.42,RBPJCY,vjnerpsx
03/06/2020,Tanooj Shah,HDFC,5,Zomato,BSE,312660317041,6500,Sell,139035.0,174720.0,21.39,26.88,EAVXTF,kzpwoamy
02/26/2020,Viral Sanghavi,TATA Motors,1,Bombay Dyeing,NSE,13028700733,700,Buy,12565.0,5019.0,17.95,7.17,MPOOZQ,ccdcojse
02/28/2020,Ruby Lobo,Gail,2,Maruti Suzuki,NSE,349808489295,9600,Sell,443904.0,521472.0,46.24,54.32,MANRZZ,cemghgnh
03/13/2020,Tanooj Shah,HDFC,5,Cadila,BSE,429955092586,6800,Buy,254863.99999999997,603840.0,37.48,88.8,LFIWGO,alxczsgt
02/18/2020,Tanooj Shah,HDFC,5,Bharat Petroleum,BSE,636842256668,6900,Buy,568284.0,618585.0,82.36,89.65,SKVDEP,jatpazte
02/09/2020,Ruby Lobo,Gail,2,Flipkart,NSE,257635775033,3100,Buy,245086.0,180544.0,79.06,58.24,BQMPIY,smaszrjb
03/23/2020,Viral Sanghavi,TATA Motors,1,TATA Motors,BSE,385325494250,2100,Sell,24528.0,193410.0,11.68,92.1,WGYEEC,darhlbby
03/14/2020,Ruby Lobo,Gail,2,Royal Enfield,NSE,303171680960,1800,Sell,135774.0,50742.0,75.43,28.19,SFUBMK,yeejgwlh
02/12/2020,Viral Sanghavi,TATA Motors,1,Eureka Forbes,BSE,971851126079,3300,Sell,22506.0,215490.0,6.82,65.3,IYUARJ,pialmvyq
03/11/2020,Tanooj Shah,HDFC,5,Haldirams,NSE,553366098136,9400,Buy,772398.0,627732.0,82.17,66.78,HJCFWA,fvpgobsn
02/02/2020,Deepak Mishra,Cadila,4,Eureka Forbes,BSE,525398206419,7500,Buy,393375.0,229650.0,52.45,30.62,PGMREG,ilmburkb
03/04/2020,Adagatla Mamata,ITC,3,Suzlon,NSE,820143629512,9400,Buy,99546.0,305500.0,10.59,32.5,VIIHXI,mawjvbjr
03/14/2020,Ruby Lobo,Gail,2,Bombay Dyeing,NSE,688492429829,4700,Sell,108147.00000000001,114116.0,23.01,24.28,IOATLV,rygsbtbs
02/14/2020,Adagatla Mamata,ITC,3,Cadila,NSE,631612148044,2900,Sell,61741.0,90683.0,21.29,31.27,ZDNSFS,zqpkygnx
03/12/2020,Ruby Lobo,Gail,2,Gail,NSE,621994149128,7200,Buy,591840.0,109224.0,82.2,15.17,BRNSWE,hngpirii
03/02/2020,Tanooj Shah,HDFC,5,TATA Motors,NSE,328148674878,900,Buy,59121.0,45180.0,65.69,50.2,RNCCVY,npgpexem
03/08/2020,Adagatla Mamata,ITC,3,Gail,NSE,448148038924,9000,Buy,875970.0,97740.0,97.33,10.86,WMNTLS,ihkirghd
02/24/2020,Viral Sanghavi,TATA Motors,1,Rajesh Exports,NSE,75773462787,4500,Buy,304470.0,333450.0,67.66,74.1,QLJBCG,cjdfngst
02/15/2020,Tanooj Shah,HDFC,5,HDFC,NSE,241260716781,3100,Buy,200105.0,30287.0,64.55,9.77,CSAPOY,gnuzbtug
02/09/2020,Tanooj Shah,HDFC,5,Eureka Forbes,NSE,617326322597,7600,Sell,537320.0,16568.0,70.7,2.18,WRQNQH,eiwmiasx
02/03/2020,Viral Sanghavi,TATA Motors,1,ITC,BSE,986822460468,200,Buy,17552.0,16162.0,87.76,80.81,RYLYQQ,plnzubns
02/09/2020,Ruby Lobo,Gail,2,Rajesh Exports,NSE,391588231254,7900,Sell,114945.0,100014.0,14.55,12.66,IKZWRN,qfohbtof
03/27/2020,Viral Sanghavi,TATA Motors,1,SBIN,BSE,764871229891,5200,Buy,199576.0,444236.00000000006,38.38,85.43,WOGXCL,awsyhxsu
03/30/2020,Viral Sanghavi,TATA Motors,1,Royal Enfield,NSE,403334381287,4400,Sell,331056.0,286044.0,75.24,65.01,WGZHLD,xkmstisl
03/27/2020,Adagatla Mamata,ITC,3,Bombay Dyeing,BSE,999110850217,8300,Buy,771983.0,92462.0,93.01,11.14,PEIYWS,ygzexmbq
03/23/2020,Ruby Lobo,Gail,2,Haldirams,BSE,55979918254,3700,Buy,189366.0,326451.0,51.18,88.23,PZVJER,mbpypftc
03/30/2020,Viral Sanghavi,TATA Motors,1,Gail,NSE,162805727714,5000,Sell,243450.0,443350.0,48.69,88.67,WYQWWJ,crigjedk
03/18/2020,Tanooj Shah,HDFC,5,HDFC,BSE,854869705104,100,Buy,2445.0,3178.0,24.45,31.78,HDINTO,bjgbcnqg
03/18/2020,Tanooj Shah,HDFC,5,Gail,NSE,493563477651,5600,Sell,5824.0,249312.00000000003,1.04,44.52,UERYPF,jqftorsl
03/13/2020,Ruby Lobo,Gail,2,Gail,BSE,922950591248,8000,Sell,460240.0,576000.0,57.53,72.0,VFRDND,cokbvoin
02/23/2020,Deepak Mishra,Cadila,4,Bharat Petroleum,BSE,483255103645,4800,Buy,459840.0,348288.0,95.8,72.56,PBMYYT,qclfewqv
03/06/2020,Ruby Lobo,Gail,2,Reliance,NSE,406148604135,6700,Buy,121203.0,534526.0,18.09,79.78,PLDOHC,nhmjzqkv
03/16/2020,Adagatla Mamata,ITC,3,Haldirams,NSE,980500581468,3100,Sell,76322.0,230237.0,24.62,74.27,RUWTNW,acrmoebo
02/24/2020,Tanooj Shah,HDFC,5,Gail,BSE,730421819345,8600,Buy,124184.0,617050.0,14.44,71.75,PZAVVP,motmazuk
02/06/2020,Adagatla Mamata,ITC,3,Britannia,NSE,212501745903,3000,Buy,235170.0,32880.0,78.39,10.96,PGMILK,epdlvwdx
02/02/2020,Adagatla Mamata,ITC,3,Zomato,BSE,4639849650,9100,Buy,331149.0,228956.0,36.39,25.16,KLSKMV,nxnphxvn
03/14/2020,Ruby Lobo,Gail,2,Britannia,NSE,410527729993,700,Sell,26425.0,23072.0,37.75,32.96,XFLHNT,idxfublg
02/14/2020,Viral Sanghavi,TATA Motors,1,Bharat Petroleum,BSE,48297383693,600,Buy,31242.0,19140.0,52.07,31.9,LFFMEA,enlnrags
03/03/2020,Deepak Mishra,Cadila,4,Zomato,NSE,985887139263,5200,Sell,207116.0,470184.0,39.83,90.42,GUJCCL,teqaxeln
03/27/2020,Tanooj Shah,HDFC,5,Reliance,BSE,593493562261,4500,Sell,316035.0,379439.99999999994,70.23,84.32,HBYMJS,ftuuphmr
03/02/2020,Deepak Mishra,Cadila,4,Royal Enfield,NSE,97528303211,7400,Buy,421578.0,159248.0,56.97,21.52,AEFXXB,lmhcrpmx
02/18/2020,Adagatla Mamata,ITC,3,Suzlon,NSE,522543953385,4600,Buy,105340.0,371220.0,22.9,80.7,PWZYIB,rycxwmue
02/12/2020,Adagatla Mamata,ITC,3,Karnataka Bank,NSE,770547582669,2600,Sell,183092.0,168272.0,70.42,64.72,TVHLQT,nngjjawz
03/16/2020,Viral Sanghavi,TATA Motors,1,Haldirams,NSE,926335617970,3300,Sell,328185.0,325611.0,99.45,98.67,MVTRMM,ugwcpguc
02/19/2020,Viral Sanghavi,TATA Motors,1,Royal Enfield,BSE,540742103921,3500,Buy,324450.0,193655.0,92.7,55.33,ETWOJC,zwjbojlp
02/20/2020,Tanooj Shah,HDFC,5,Parle,BSE,47857625700,2500,Sell,12725.0,72950.0,5.09,29.18,WMBEDQ,izhosasv
03/21/2020,Viral Sanghavi,TATA Motors,1,Indiabulls,NSE,793007593851,4700,Buy,168072.0,279556.0,35.76,59.48,CTMTSF,mlkapqre
02/07/2020,Adagatla Mamata,ITC,3,Indiabulls,NSE,114105321063,2600,Sell,89596.0,137982.0,34.46,53.07,JRUUNM,jhdhfjbx
02/28/2020,Adagatla Mamata,ITC,3,Royal Enfield,NSE,222007862749,500,Buy,34580.0,33160.0,69.16,66.32,XEYSXW,corklcjt
02/21/2020,Tanooj Shah,HDFC,5,Flipkart,BSE,103792171964,3500,Sell,100030.0,20160.0,28.58,5.76,JZZRGA,duokesah
03/14/2020,Deepak Mishra,Cadila,4,Bharat Petroleum,NSE,240333309261,6100,Sell,82655.0,168665.0,13.55,27.65,JKAMGE,wkuijnxx
03/27/2020,Deepak Mishra,Cadila,4,MRF,BSE,565534030123,5800,Buy,403216.0,310068.0,69.52,53.46,EJSIUW,dudhigem
03/30/2020,Adagatla Mamata,ITC,3,Parle,BSE,109585045604,6500,Buy,547560.0,70655.0,84.24,10.87,IIPSZZ,lmhkmawd
03/30/2020,Tanooj Shah,HDFC,5,HDFC,NSE,30735489101,5200,Buy,327080.0,363168.0,62.9,69.84,DGUBWA,ipliyfgb
03/12/2020,Deepak Mishra,Cadila,4,Dabur,BSE,416290307880,5700,Buy,51129.00000000001,532209.0,8.97,93.37,SADYAI,nbjfdogi
03/05/2020,Deepak Mishra,Cadila,4,Eureka Forbes,BSE,958232873293,9100,Sell,522886.0,437801.0,57.46,48.11,CDVAWH,fljdxeus
02/06/2020,Adagatla Mamata,ITC,3,Eureka Forbes,NSE,964573930498,8700,Buy,519738.0,217239.0,59.74,24.97,GPMRXG,wrcjqvay
02/03/2020,Adagatla Mamata,ITC,3,DLF,NSE,596260195340,10000,Sell,456200.0,295200.0,45.62,29.52,MISGOF,rxycojyr
03/27/2020,Adagatla Mamata,ITC,3,Indian Oil,NSE,629910103940,1000,Buy,26310.0,4460.0,26.31,4.46,ROLTRU,udotccno
03/13/2020,Ruby Lobo,Gail,2,SBIN,NSE,370922928253,5600,Buy,457464.0,150584.0,81.69,26.89,TLKXXP,abxpdihb
02/07/2020,Adagatla Mamata,ITC,3,Eureka Forbes,NSE,210195781175,5700,Buy,522006.0,492366.0,91.58,86.38,CKDRCE,qkvtiwpk
02/22/2020,Viral Sanghavi,TATA Motors,1,DLF,BSE,48927969847,7900,Buy,628287.0,666918.0,79.53,84.42,VANFEM,ufparmcy
03/05/2020,Tanooj Shah,HDFC,5,Maruti Suzuki,NSE,463406094011,2500,Buy,34800.0,122650.0,13.92,49.06,HPGKGU,sqjmouto
02/08/2020,Adagatla Mamata,ITC,3,Gail,BSE,553477720100,1900,Sell,159258.0,127623.0,83.82,67.17,XRVGPE,iaeaeacf
02/24/2020,Viral Sanghavi,TATA Motors,1,Rajesh Exports,BSE,501459148920,9000,Buy,696060.0,106740.0,77.34,11.86,OWAPQU,nkurqtkz
02/09/2020,Tanooj Shah,HDFC,5,Larsen & Toubro,BSE,21777194245,8100,Buy,306018.0,165240.0,37.78,20.4,HGFGIO,rpohqtgk
03/26/2020,Tanooj Shah,HDFC,5,SBIN,NSE,683693627076,4900,Buy,106820.0,359807.00000000006,21.8,73.43,DPKISF,llfurryh
03/23/2020,Deepak Mishra,Cadila,4,Maruti Suzuki,BSE,269723629170,7400,Buy,730824.0,720538.0,98.76,97.37,PULZVG,mpavctmb
02/07/2020,Ruby Lobo,Gail,2,Bombay Dyeing,NSE,469172233731,7400,Buy,519702.00000000006,168942.0,70.23,22.83,HBJGJZ,vryfezrx
02/20/2020,Adagatla Mamata,ITC,3,Haldirams,NSE,454845232199,6400,Sell,388928.0,297152.0,60.77,46.43,XRVDNW,shjhwhqz
02/12/2020,Tanooj Shah,HDFC,5,Royal Enfield,BSE,271359437032,8700,Sell,636579.0,356178.0,73.17,40.94,UYQGXY,krlhegwa
02/14/2020,Tanooj Shah,HDFC,5,Royal Enfield,BSE,194134149826,1200,Sell,82272.0,78840.0,68.56,65.7,VPEAWR,yolochjy
02/12/2020,Viral Sanghavi,TATA Motors,1,Parle,BSE,673497950115,9300,Sell,837372.0,4836.0,90.04,0.52,FYTJYQ,ygasnbss
02/17/2020,Tanooj Shah,HDFC,5,Reliance,BSE,672804103706,4900,Buy,397733.0,155526.0,81.17,31.74,EQYUOS,ecuhudyv
02/27/2020,Adagatla Mamata,ITC,3,Bombay Dyeing,BSE,167360148523,3900,Buy,281853.0,298584.0,72.27,76.56,BCVDRR,eflnmtiz
03/07/2020,Viral Sanghavi,TATA Motors,1,MRF,BSE,35067000139,3400,Buy,48484.0,168266.0,14.26,49.49,UZFVTK,jdlpffkr
02/11/2020,Adagatla Mamata,ITC,3,TATA Motors,NSE,585743041321,8800,Buy,14256.000000000002,9328.0,1.62,1.06,BGQZXF,guvqigrh
02/16/2020,Deepak Mishra,Cadila,4,SBIN,BSE,538601729518,3600,Buy,153468.0,129131.99999999999,42.63,35.87,RDICBM,rxpocize
03/07/2020,Tanooj Shah,HDFC,5,Parle,BSE,811565087207,7600,Buy,303924.0,64676.0,39.99,8.51,PQCVKU,aebkarkj
03/01/2020,Tanooj Shah,HDFC,5,Gail,NSE,640309430549,1400,Buy,64721.99999999999,52458.0,46.23,37.47,FFVYRS,wamnacka
03/03/2020,Adagatla Mamata,ITC,3,Maruti Suzuki,NSE,836079825087,2500,Sell,244549.99999999997,139125.0,97.82,55.65,SYHYBP,ulhxejay
02/09/2020,Ruby Lobo,Gail,2,Bharat Petroleum,NSE,51681386467,2500,Buy,226075.00000000003,183600.0,90.43,73.44,ZYPVEW,qvioibbf
02/07/2020,Deepak Mishra,Cadila,4,Larsen & Toubro,BSE,377161219864,3000,Sell,205140.0,296160.0,68.38,98.72,GEAOLH,jxxllfyb
03/25/2020,Adagatla Mamata,ITC,3,Reliance,NSE,501654287481,6500,Buy,575250.0,40625.0,88.5,6.25,NPEKYI,qggsdpbt
03/11/2020,Adagatla Mamata,ITC,3,Eureka Forbes,NSE,877012672981,7200,Buy,622800.0,709488.0,86.5,98.54,DOWRLK,kxunecld
03/04/2020,Viral Sanghavi,TATA Motors,1,SpiceJet,BSE,715036796703,2000,Sell,142080.0,166700.0,71.04,83.35,XSWJML,lkfrbttx
02/28/2020,Deepak Mishra,Cadila,4,Zomato,NSE,506811926983,200,Sell,14084.0,886.0,70.42,4.43,EAZFKP,gkzbsoku
03/19/2020,Adagatla Mamata,ITC,3,Rajesh Exports,NSE,442426302811,1100,Sell,25883.0,66341.0,23.53,60.31,XZJROK,vhdvfjss
02/16/2020,Adagatla Mamata,ITC,3,SBIN,NSE,449101171141,700,Sell,57721.99999999999,43673.0,82.46,62.39,DWIQCN,hykdgiju
02/28/2020,Adagatla Mamata,ITC,3,Reliance,NSE,807550399853,9800,Buy,670320.0,763910.0,68.4,77.95,KEXDIZ,ynsbcbqb
03/04/2020,Viral Sanghavi,TATA Motors,1,Bharat Petroleum,BSE,621768788978,8400,Sell,485436.0,117684.0,57.79,14.01,EEKNXP,jtypvfvr
02/24/2020,Adagatla Mamata,ITC,3,ONGC,NSE,621792568671,4600,Sell,48760.0,188094.0,10.6,40.89,MMJOXA,kyzbdzdv
03/14/2020,Viral Sanghavi,TATA Motors,1,Reliance,NSE,354937014823,8600,Buy,793006.0,269610.0,92.21,31.35,TIYTYA,nyjxgkip
02/17/2020,Tanooj Shah,HDFC,5,MRF,NSE,925132025821,2700,Sell,163458.0,82620.0,60.54,30.6,XJQKVI,rcpcgmjs
03/03/2020,Deepak Mishra,Cadila,4,Bombay Dyeing,NSE,208047967603,2500,Buy,134375.0,187399.99999999997,53.75,74.96,OMDTFS,pnstqxri
03/04/2020,Adagatla Mamata,ITC,3,Karnataka Bank,BSE,847124256448,5000,Buy,182650.0,450200.00000000006,36.53,90.04,QMNCOQ,bxwlfibw
03/19/2020,Viral Sanghavi,TATA Motors,1,Rajesh Exports,NSE,450900028058,7800,Sell,476112.0,524550.0,61.04,67.25,QFXATR,brgdtaxd
02/14/2020,Ruby Lobo,Gail,2,Flipkart,BSE,43270106372,6200,Buy,65720.0,386508.0,10.6,62.34,GJWDZA,tgasspit
02/29/2020,Deepak Mishra,Cadila,4,Gail,BSE,821110758646,6500,Sell,206180.0,482235.0,31.72,74.19,HUTVHX,xrgnttiv
02/24/2020,Adagatla Mamata,ITC,3,Reliance,NSE,447023574334,7100,Sell,279740.0,647023.0,39.4,91.13,MKKTAW,gqpsmxqz
02/13/2020,Viral Sanghavi,TATA Motors,1,Britannia,NSE,805408279226,8600,Buy,233490.0,730914.0,27.15,84.99,JWRSIW,xnjayyin
03/29/2020,Tanooj Shah,HDFC,5,Indiabulls,BSE,282195411042,3200,Sell,103776.0,53696.0,32.43,16.78,RITFQQ,revqxskg
03/12/2020,Tanooj Shah,HDFC,5,Dabur,BSE,953864869788,6500,Buy,485094.99999999994,529295.0,74.63,81.43,MURQZO,klprjsva
02/06/2020,Tanooj Shah,HDFC,5,Britannia,NSE,71120603326,9200,Buy,659456.0000000001,480608.0,71.68,52.24,GKPBZL,yfsspanh
02/06/2020,Tanooj Shah,HDFC,5,ONGC,BSE,612900257904,5600,Sell,172480.0,291368.0,30.8,52.03,WZAAOD,zjamqjab
03/29/2020,Ruby Lobo,Gail,2,Parle,NSE,501848454467,8700,Buy,108924.0,633795.0,12.52,72.85,VHAKJK,unttpvez
02/13/2020,Viral Sanghavi,TATA Motors,1,Parle,NSE,205067591148,3700,Buy,192955.0,123616.99999999999,52.15,33.41,VWTAYT,nkjdunvj
03/11/2020,Viral Sanghavi,TATA Motors,1,ITC,NSE,677895893371,1900,Buy,117211.0,150176.0,61.69,79.04,LRUDBQ,fezwzbcd
02/19/2020,Ruby Lobo,Gail,2,SpiceJet,NSE,897898526439,7600,Buy,157624.0,172596.0,20.74,22.71,NFLDLU,gxnhldrh
03/25/2020,Viral Sanghavi,TATA Motors,1,ITC,NSE,397929326453,3400,Sell,274958.0,158202.0,80.87,46.53,FFHFXZ,ucnnbltl
02/15/2020,Deepak Mishra,Cadila,4,Bharat Petroleum,NSE,414684065161,7100,Buy,392204.0,62551.0,55.24,8.81,WIPXQY,mbtjivcy
02/06/2020,Viral Sanghavi,TATA Motors,1,Cadila,NSE,420020500266,8300,Buy,418071.0,588885.0,50.37,70.95,CITBGF,xdsndyay
03/24/2020,Ruby Lobo,Gail,2,Indiabulls,NSE,613181493477,1800,Buy,150912.0,143262.0,83.84,79.59,OXLYLZ,pcvishnn
03/02/2020,Adagatla Mamata,ITC,3,Britannia,BSE,869902166265,9600,Sell,769920.0,434207.99999999994,80.2,45.23,KDUKUT,jvknqkwh
03/12/2020,Tanooj Shah,HDFC,5,Haldirams,BSE,841509953633,4000,Sell,45920.0,292400.0,11.48,73.1,RTEWSM,iftrztiu
03/15/2020,Viral Sanghavi,TATA Motors,1,MRF,BSE,82962355379,5700,Buy,488091.0,53408.99999999999,85.63,9.37,VOCBGR,vpakvulc
03/29/2020,Viral Sanghavi,TATA Motors,1,TATA Motors,BSE,651777580945,500,Buy,14830.0,35910.0,29.66,71.82,HATQET,oyuwtadx
03/30/2020,Deepak Mishra,Cadila,4,TATA Motors,NSE,564714141177,2400,Buy,101256.0,166992.0,42.19,69.58,LMICTS,fztuorba
03/26/2020,Tanooj Shah,HDFC,5,ITC,BSE,829268304363,6300,Sell,201789.0,582372.0,32.03,92.44,CVNTFI,iqkzmapa
02/05/2020,Deepak Mishra,Cadila,4,Zomato,BSE,354957705855,1100,Sell,107701.0,101904.0,97.91,92.64,ACUBYR,dgfusqbw
02/01/2020,Viral Sanghavi,TATA Motors,1,DLF,BSE,706088521271,7200,Sell,417960.0,485784.0,58.05,67.47,KRFMDW,hbhjubie
03/19/2020,Viral Sanghavi,TATA Motors,1,Royal Enfield,NSE,834000149347,700,Buy,52528.00000000001,3044.9999999999995,75.04,4.35,WTDYJK,porcjifm
03/04/2020,Viral Sanghavi,TATA Motors,1,MRF,BSE,61682372495,5800,Sell,146450.0,482270.00000000006,25.25,83.15,CXVLQO,zjoqugkv
03/12/2020,Adagatla Mamata,ITC,3,Dabur,BSE,539423703054,2100,Buy,188727.0,25872.0,89.87,12.32,LKPIMR,xiqyiuuv
02/29/2020,Adagatla Mamata,ITC,3,Gail,NSE,611529666229,9400,Sell,845154.0,672382.0,89.91,71.53,FKFLEQ,uvozqlwr
03/05/2020,Adagatla Mamata,ITC,3,ITC,BSE,105576961015,3900,Buy,163761.0,354081.0,41.99,90.79,OLAKHJ,ndreuowf
02/10/2020,Tanooj Shah,HDFC,5,Cadila,BSE,383244984100,8800,Sell,394152.0,80080.0,44.79,9.1,ZXWMOU,rxhuqirx
02/01/2020,Tanooj Shah,HDFC,5,MRF,NSE,809634204314,3600,Buy,21096.0,117575.99999999999,5.86,32.66,HBDWQB,tdxwuxsk
02/17/2020,Ruby Lobo,Gail,2,Haldirams,NSE,85499401277,3400,Sell,324530.0,74426.0,95.45,21.89,DAHYIU,aymduwlz
02/02/2020,Deepak Mishra,Cadila,4,Zomato,NSE,149336653937,6500,Sell,106730.00000000001,153075.0,16.42,23.55,HSQDDW,ycjzkcuf
03/05/2020,Adagatla Mamata,ITC,3,Zomato,NSE,951675036664,7500,Buy,676200.0,137925.0,90.16,18.39,JMIALF,elbikrwz
02/17/2020,Ruby Lobo,Gail,2,TATA Motors,BSE,636903242678,8000,Sell,46320.0,71200.0,5.79,8.9,BLEPZG,obwghxbb
03/06/2020,Ruby Lobo,Gail,2,Bharat Petroleum,BSE,7004215206,3600,Sell,240336.00000000003,125675.99999999999,66.76,34.91,OMZTBS,bnkxlgzs
02/03/2020,Adagatla Mamata,ITC,3,Rajesh Exports,BSE,39565223416,9600,Buy,112320.0,899328.0000000001,11.7,93.68,LZFOCB,ghwbgawm
03/12/2020,Deepak Mishra,Cadila,4,Dabur,NSE,639957207057,2100,Sell,35070.0,32025.0,16.7,15.25,DEOXFM,ihplksdc
02/11/2020,Deepak Mishra,Cadila,4,MRF,BSE,516675131747,10000,Buy,127600.0,679100.0,12.76,67.91,BNGBMP,pznkzsbz
03/28/2020,Ruby Lobo,Gail,2,Parle,NSE,282202356541,9100,Buy,458185.0,681590.0,50.35,74.9,ATHUOL,qzciakdw
03/11/2020,Viral Sanghavi,TATA Motors,1,Karnataka Bank,NSE,55572485228,2700,Buy,182547.0,117558.0,67.61,43.54,FILCVQ,osfewyqj
02/04/2020,Ruby Lobo,Gail,2,Royal Enfield,NSE,879030447002,1300,Buy,1170.0,93522.0,0.9,71.94,JKTGMF,jpworqwz
02/20/2020,Viral Sanghavi,TATA Motors,1,ITC,NSE,367134650406,8900,Buy,683075.0,817732.0,76.75,91.88,XAMCHM,jpbgkgpm
03/03/2020,Adagatla Mamata,ITC,3,Bombay Dyeing,BSE,690079786475,5100,Buy,63393.0,247707.0,12.43,48.57,TNXXMY,npejbblt
03/23/2020,Deepak Mishra,Cadila,4,SpiceJet,BSE,788705983832,4100,Sell,2132.0,300325.0,0.52,73.25,AYNKMI,gsjvvesx
02/03/2020,Deepak Mishra,Cadila,4,ITC,BSE,41230702162,1500,Buy,64155.00000000001,47520.0,42.77,31.68,IFQSXC,qjmbksko
02/18/2020,Adagatla Mamata,ITC,3,Karnataka Bank,NSE,336543091035,8600,Buy,311664.0,3784.0,36.24,0.44,QYDTNH,djbzlnep
03/26/2020,Ruby Lobo,Gail,2,Haldirams,NSE,296391100188,9900,Buy,512721.0,655875.0,51.79,66.25,JDRQGH,ypemipuv
02/12/2020,Tanooj Shah,HDFC,5,Indian Oil,NSE,153566622197,6900,Sell,554001.0,407928.0,80.29,59.12,NUIOKQ,jzybrugy
02/24/2020,Ruby Lobo,Gail,2,Karnataka Bank,NSE,814805293728,3200,Buy,227808.0,130080.0,71.19,40.65,OUJUWF,ocgbalyv
03/21/2020,Ruby Lobo,Gail,2,DLF,NSE,591571073230,4600,Buy,48530.0,345920.0,10.55,75.2,ICPVGJ,fpenkrmk
02/20/2020,Viral Sanghavi,TATA Motors,1,Rajesh Exports,NSE,601853283190,6600,Buy,431111.99999999994,15642.0,65.32,2.37,JCUGDY,gerxbopx
02/13/2020,Tanooj Shah,HDFC,5,ITC,NSE,122331175572,7300,Buy,502751.00000000006,31828.000000000004,68.87,4.36,QQWTMU,qvidrzpe
